r,similarRelation,tripleCountR,tripleCountS,jaccardScore
http://bias.org/vocab/book/periodical/publisher./book/periodical_publisher_period/publisher,http://bias.org/vocab/book/newspaper/owner,1,1,1.0
http://bias.org/vocab/book/periodical_publisher/periodicals_published./book/periodical_publisher_period/periodical,http://bias.org/vocab/book/newspaper_owner/newspapers_owned,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_position/players,http://bias.org/vocab/sports/sports_position/players./ice_hockey/hockey_roster_position/player,1,1,1.0
http://bias.org/vocab/medicine/drug/drug_class,http://bias.org/vocab/medicine/drug_class/drugs,1,1,1.0
http://bias.org/vocab/medicine/drug_class/drugs,http://bias.org/vocab/medicine/drug/drug_class,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_roster_position/position,http://bias.org/vocab/american_football/football_player/current_team./american_football/football_roster_position/position,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_roster_position/team,http://bias.org/vocab/american_football/football_player/current_team./american_football/football_roster_position/team,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_roster_position/team,http://bias.org/vocab/american_football/football_player/current_team./sports/sports_team_roster/team,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,1,1,1.0
http://bias.org/vocab/sports/sports_position/players./ice_hockey/hockey_roster_position/player,http://bias.org/vocab/ice_hockey/hockey_position/players,1,1,1.0
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/player,http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/player,1,1,1.0
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/player,http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/player,1,1,1.0
http://bias.org/vocab/user/tsegaran/computer/algorithm/family,http://bias.org/vocab/user/tsegaran/computer/algorithm_family/algorithm,1,1,1.0
http://bias.org/vocab/user/tsegaran/computer/algorithm_family/algorithm,http://bias.org/vocab/user/tsegaran/computer/algorithm/family,1,1,1.0
http://bias.org/vocab/base/fight/sports_official/sport,http://bias.org/vocab/sports/sports_official/sport,2,2,1.0
http://bias.org/vocab/base/petbreeds/dog_breed_group/dog_breeds,http://bias.org/vocab/biology/breed_group/breeds_in_this_group./biology/breed_registration/breed,2,2,1.0
http://bias.org/vocab/base/wrestling/professional_wrestler/member_of_team,http://bias.org/vocab/base/wrestling/solo_wrestler_or_team/members,2,2,1.0
http://bias.org/vocab/base/wrestling/solo_wrestler_or_team/members,http://bias.org/vocab/base/wrestling/professional_wrestler/member_of_team,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/position,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/position,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/position,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/team,http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/team,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/team,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/position,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/position,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/team,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/team,2,2,1.0
http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/player,http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/player,2,2,1.0
http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/player,2,2,1.0
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/player,2,2,1.0
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/player,2,2,1.0
http://bias.org/vocab/biology/breed_group/breeds_in_this_group./biology/breed_registration/breed,http://bias.org/vocab/base/petbreeds/dog_breed_group/dog_breeds,2,2,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/team,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/position,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/position,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/team,http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/team,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/team,http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/team,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/team,http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/team,2,2,1.0
http://bias.org/vocab/sports/sports_official/sport,http://bias.org/vocab/base/fight/sports_official/sport,2,2,1.0
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/player,http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/player,2,2,1.0
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/player,http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/player,2,2,1.0
http://bias.org/vocab/american_football/football_player/games./american_football/player_game_statistics/team,http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/team,5,5,1.0
http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/team,http://bias.org/vocab/american_football/football_player/games./american_football/player_game_statistics/team,5,5,1.0
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s,17,18,0.9444444
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/position,18,17,0.9444444
http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/position,8,9,0.8888889
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/position,9,8,0.8888889
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/tournament,http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/tournament,5,6,0.8333333
http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/tournament,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/tournament,6,5,0.8333333
http://bias.org/vocab/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_historical_roster_position/player,24,27,0.8214286
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_historical_roster_position/player,http://bias.org/vocab/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player,27,24,0.8214286
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/player,http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/player,9,11,0.8181818
http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/player,11,9,0.8181818
http://bias.org/vocab/basketball/basketball_player/former_teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/basketball/basketball_player/former_teams./sports/sports_team_roster/team,34,33,0.8108108
http://bias.org/vocab/basketball/basketball_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/basketball/basketball_player/former_teams./basketball/basketball_historical_roster_position/team,33,34,0.8108108
http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/position,9,9,0.8
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/position,9,9,0.8
http://bias.org/vocab/baseball/baseball_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_historical_roster_position/player,25,27,0.79310346
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_historical_roster_position/player,http://bias.org/vocab/baseball/baseball_team/historical_roster./sports/sports_team_roster/player,27,25,0.79310346
http://bias.org/vocab/medicine/drug/active_moieties,http://bias.org/vocab/medicine/drug_ingredient/active_moiety_of_drug,15,19,0.7894737
http://bias.org/vocab/medicine/drug_ingredient/active_moiety_of_drug,http://bias.org/vocab/medicine/drug/active_moieties,19,15,0.7894737
http://bias.org/vocab/fictional_universe/fictional_character/married_to./fictional_universe/marriage_of_fictional_characters/spouses,http://bias.org/vocab/fictional_universe/fictional_character/romantically_involved_with./fictional_universe/romantic_involvement/partner,3,4,0.75
http://bias.org/vocab/fictional_universe/fictional_character/romantically_involved_with./fictional_universe/romantic_involvement/partner,http://bias.org/vocab/fictional_universe/fictional_character/married_to./fictional_universe/marriage_of_fictional_characters/spouses,4,3,0.75
http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_previous_roster_position/team,4,3,0.75
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_previous_roster_position/team,http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./sports/sports_team_roster/team,3,4,0.75
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/player,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/player,6,8,0.75
http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/player,http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/player,8,6,0.75
http://bias.org/vocab/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player,http://bias.org/vocab/baseball/baseball_team/historical_roster./sports/sports_team_roster/player,24,25,0.75
http://bias.org/vocab/baseball/baseball_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/baseball/baseball_team/historical_roster./baseball/baseball_historical_roster_position/player,25,24,0.75
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/second_place,21,19,0.73913044
http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/second_place,http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/first_place,19,21,0.73913044
http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s,15,18,0.7368421
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/position_s,18,15,0.7368421
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,179,178,0.7330097
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,178,179,0.7330097
http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,389,378,0.7274775
http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,378,389,0.7274775
http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/team,9,10,0.72727275
http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/team,http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/team,10,9,0.72727275
http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/team,10,9,0.72727275
http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/player,11,8,0.72727275
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/team,9,10,0.72727275
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/player,http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/player,8,11,0.72727275
http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,25,25,0.7241379
http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,25,25,0.7241379
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,641,627,0.7204885
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,627,641,0.7204885
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,547,532,0.7181529
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,532,547,0.7181529
http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,31,36,0.71794873
http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,31,36,0.71794873
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,36,31,0.71794873
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_historical_roster_position/player,http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,36,31,0.71794873
http://bias.org/vocab/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,http://bias.org/vocab/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/language,5,7,0.71428573
http://bias.org/vocab/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/language,http://bias.org/vocab/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,7,5,0.71428573
http://bias.org/vocab/base/x2010fifaworldcupsouthafrica/world_cup_participant/world_cup_team./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/national_team,http://bias.org/vocab/soccer/football_player/matches_played./soccer/football_player_match_participation/team,17,19,0.71428573
http://bias.org/vocab/soccer/football_player/matches_played./soccer/football_player_match_participation/team,http://bias.org/vocab/base/x2010fifaworldcupsouthafrica/world_cup_participant/world_cup_team./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/national_team,19,17,0.71428573
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,641,622,0.7137042
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/position_s,622,641,0.7137042
http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,52,49,0.7118644
http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,49,52,0.7118644
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,537,547,0.7097792
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,547,537,0.7097792
http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,151,149,0.70454544
http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,149,151,0.70454544
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,609,607,0.70308125
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,607,609,0.70308125
http://bias.org/vocab/basketball/basketball_player/former_teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,34,29,0.7027027
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/basketball/basketball_player/former_teams./basketball/basketball_historical_roster_position/team,29,34,0.7027027
http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,370,389,0.70179373
http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,389,370,0.70179373
http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/position,8,9,0.7
http://bias.org/vocab/basketball/basketball_player/team./sports/sports_team_roster/position,http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/position,9,8,0.7
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/player,9,8,0.7
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/player,http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/player,8,9,0.7
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,627,622,0.6993197
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/position,622,627,0.6993197
http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,373,378,0.699095
http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,378,373,0.699095
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,532,536,0.69793326
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,536,532,0.69793326
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,789,0.6975242
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,789,788,0.6975242
http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,389,373,0.6971047
http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,373,389,0.6971047
http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,389,376,0.6962306
http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,376,389,0.6962306
http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,370,376,0.69545454
http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,376,370,0.69545454
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,537,532,0.6914557
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,532,537,0.6914557
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,789,775,0.6908108
http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,775,789,0.6908108
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/position,2265,2320,0.6906342
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,2320,2265,0.6906342
