p,percentage
http://bias.org/vocab/P4312,8.217605E-5
http://bias.org/vocab/P598,8.188499E-5
http://bias.org/vocab/P4132,8.154541E-5
http://bias.org/vocab/P450,7.868332E-5
http://bias.org/vocab/P1302,7.693696E-5
http://bias.org/vocab/P870,7.596676E-5
http://bias.org/vocab/P739,7.4705495E-5
http://bias.org/vocab/P185,6.864174E-5
http://bias.org/vocab/P930,6.8544716E-5
http://bias.org/vocab/P201,6.8302164E-5
http://bias.org/vocab/P1950,6.5634114E-5
http://bias.org/vocab/P110,6.5585606E-5
http://bias.org/vocab/P1885,6.51005E-5
http://bias.org/vocab/P291,6.485795E-5
http://bias.org/vocab/P2545,6.4469874E-5
http://bias.org/vocab/P765,6.4130305E-5
http://bias.org/vocab/P658,6.36452E-5
http://bias.org/vocab/P669,6.330563E-5
http://bias.org/vocab/P38,6.31601E-5
http://bias.org/vocab/P1433,6.277202E-5
http://bias.org/vocab/P3092,6.21899E-5
http://bias.org/vocab/P556,6.107417E-5
http://bias.org/vocab/P1037,6.0006947E-5
http://bias.org/vocab/P1027,5.9909926E-5
http://bias.org/vocab/P2061,5.7969522E-5
http://bias.org/vocab/P504,5.7096342E-5
http://bias.org/vocab/P2670,5.554402E-5
http://bias.org/vocab/P2962,5.321554E-5
http://bias.org/vocab/P3764,5.0498973E-5
http://bias.org/vocab/P1387,5.0353443E-5
http://bias.org/vocab/P398,5.0207913E-5
http://bias.org/vocab/P1875,4.9480263E-5
http://bias.org/vocab/P397,4.9140694E-5
http://bias.org/vocab/P35,4.8316022E-5
http://bias.org/vocab/P1884,4.8121983E-5
http://bias.org/vocab/P1072,4.792794E-5
http://bias.org/vocab/P122,4.720029E-5
http://bias.org/vocab/P3602,4.608456E-5
http://bias.org/vocab/P841,4.4871806E-5
http://bias.org/vocab/P788,4.3756078E-5
http://bias.org/vocab/P1308,4.3465014E-5
http://bias.org/vocab/P483,4.2543325E-5
http://bias.org/vocab/P859,4.2203756E-5
http://bias.org/vocab/P169,4.2106734E-5
http://bias.org/vocab/P194,4.1427593E-5
http://bias.org/vocab/P828,4.1233554E-5
http://bias.org/vocab/P1414,4.0991003E-5
http://bias.org/vocab/P3342,4.089398E-5
http://bias.org/vocab/P1891,4.060292E-5
http://bias.org/vocab/P2505,3.85655E-5
http://bias.org/vocab/P2936,3.798338E-5
http://bias.org/vocab/P163,3.7789338E-5
http://bias.org/vocab/P783,3.7110196E-5
http://bias.org/vocab/P780,3.5509365E-5
http://bias.org/vocab/P1312,3.4587672E-5
http://bias.org/vocab/P726,3.4199595E-5
http://bias.org/vocab/P1268,3.4151082E-5
http://bias.org/vocab/P1750,3.4151082E-5
http://bias.org/vocab/P1416,3.4102573E-5
http://bias.org/vocab/P2283,3.3665983E-5
http://bias.org/vocab/P91,3.3617474E-5
http://bias.org/vocab/P193,3.3277902E-5
http://bias.org/vocab/P2596,3.23077E-5
http://bias.org/vocab/P941,3.1774092E-5
http://bias.org/vocab/P1533,3.099793E-5
http://bias.org/vocab/P1552,3.090091E-5
http://bias.org/vocab/P1462,3.060985E-5
http://bias.org/vocab/P3716,2.9639648E-5
http://bias.org/vocab/P237,2.9203058E-5
http://bias.org/vocab/P3919,2.9154548E-5
http://bias.org/vocab/P534,2.8911996E-5
http://bias.org/vocab/P88,2.8669447E-5
http://bias.org/vocab/P837,2.8135835E-5
http://bias.org/vocab/P1542,2.7505204E-5
http://bias.org/vocab/P85,2.7505204E-5
http://bias.org/vocab/P2882,2.6583513E-5
http://bias.org/vocab/P425,2.6340964E-5
http://bias.org/vocab/P2439,2.6292453E-5
http://bias.org/vocab/P787,2.6001393E-5
http://bias.org/vocab/P2408,2.5952882E-5
http://bias.org/vocab/P2012,2.5661822E-5
http://bias.org/vocab/P1336,2.5225232E-5
http://bias.org/vocab/P880,2.5128213E-5
http://bias.org/vocab/P1811,2.4449071E-5
http://bias.org/vocab/P631,2.425503E-5
http://bias.org/vocab/P427,2.4206522E-5
http://bias.org/vocab/P1434,2.4060992E-5
http://bias.org/vocab/P2650,2.386695E-5
http://bias.org/vocab/P2354,2.381844E-5
http://bias.org/vocab/P608,2.323632E-5
http://bias.org/vocab/P469,2.318781E-5
http://bias.org/vocab/P767,2.3139299E-5
http://bias.org/vocab/P1535,2.1586977E-5
http://bias.org/vocab/P2522,2.1247408E-5
http://bias.org/vocab/P912,2.0762307E-5
http://bias.org/vocab/P522,2.0519756E-5
http://bias.org/vocab/P1049,2.0034655E-5
http://bias.org/vocab/P2633,1.9986146E-5
http://bias.org/vocab/P199,1.9743595E-5
http://bias.org/vocab/P2695,1.9355515E-5
http://bias.org/vocab/P832,1.9355515E-5
http://bias.org/vocab/P1158,1.8870414E-5
http://bias.org/vocab/P2184,1.8821904E-5
http://bias.org/vocab/P885,1.8821904E-5
http://bias.org/vocab/P2578,1.8676374E-5
http://bias.org/vocab/P1830,1.8627863E-5
http://bias.org/vocab/P2922,1.8579354E-5
http://bias.org/vocab/P205,1.8191273E-5
http://bias.org/vocab/P2079,1.8094253E-5
http://bias.org/vocab/P720,1.8094253E-5
http://bias.org/vocab/P415,1.8045743E-5
http://bias.org/vocab/P189,1.7415112E-5
http://bias.org/vocab/P157,1.7318092E-5
http://bias.org/vocab/P263,1.7269582E-5
http://bias.org/vocab/P111,1.7075541E-5
http://bias.org/vocab/P2579,1.6784481E-5
http://bias.org/vocab/P553,1.659044E-5
http://bias.org/vocab/P927,1.605683E-5
http://bias.org/vocab/P1962,1.600832E-5
http://bias.org/vocab/P748,1.547471E-5
http://bias.org/vocab/P248,1.54262E-5
http://bias.org/vocab/P1321,1.532918E-5
http://bias.org/vocab/P547,1.5232159E-5
http://bias.org/vocab/P1576,1.513514E-5
http://bias.org/vocab/P78,1.513514E-5
http://bias.org/vocab/P1876,1.5086629E-5
http://bias.org/vocab/P1347,1.5038119E-5
http://bias.org/vocab/P833,1.4553018E-5
http://bias.org/vocab/P2992,1.4358979E-5
http://bias.org/vocab/P3966,1.4358979E-5
http://bias.org/vocab/P562,1.4310468E-5
http://bias.org/vocab/P1445,1.3922388E-5
http://bias.org/vocab/P1589,1.3873878E-5
http://bias.org/vocab/P2341,1.3388777E-5
http://bias.org/vocab/P3815,1.28551665E-5
http://bias.org/vocab/P511,1.2709636E-5
http://bias.org/vocab/P618,1.2661126E-5
http://bias.org/vocab/P689,1.2661126E-5
http://bias.org/vocab/P114,1.2418576E-5
http://bias.org/vocab/P1596,1.2321556E-5
http://bias.org/vocab/P3275,1.2321556E-5
http://bias.org/vocab/P2500,1.1933475E-5
http://bias.org/vocab/P1654,1.1836455E-5
http://bias.org/vocab/P2499,1.1739435E-5
http://bias.org/vocab/P3494,1.1739435E-5
http://bias.org/vocab/P3300,1.1448375E-5
http://bias.org/vocab/P2853,1.1351354E-5
http://bias.org/vocab/P1382,1.1254335E-5
http://bias.org/vocab/P681,1.1254335E-5
http://bias.org/vocab/P406,1.1205824E-5
http://bias.org/vocab/P1809,1.1108804E-5
http://bias.org/vocab/P2852,1.1108804E-5
http://bias.org/vocab/P2388,1.1011784E-5
http://bias.org/vocab/P1046,1.0914764E-5
http://bias.org/vocab/P3085,1.0866253E-5
http://bias.org/vocab/P2989,1.0623704E-5
http://bias.org/vocab/P1322,1.0575193E-5
http://bias.org/vocab/P134,1.0526684E-5
http://bias.org/vocab/P505,1.0138603E-5
http://bias.org/vocab/P533,1.0138603E-5
http://bias.org/vocab/P636,1.00900925E-5
http://bias.org/vocab/P1299,9.847543E-6
http://bias.org/vocab/P66,9.847543E-6
http://bias.org/vocab/P624,9.702012E-6
http://bias.org/vocab/P3592,9.604993E-6
http://bias.org/vocab/P881,9.556482E-6
http://bias.org/vocab/P2286,9.410952E-6
http://bias.org/vocab/P1075,9.216912E-6
http://bias.org/vocab/P2438,9.168401E-6
http://bias.org/vocab/P822,9.071382E-6
http://bias.org/vocab/P2881,9.022871E-6
http://bias.org/vocab/P789,8.974362E-6
http://bias.org/vocab/P2389,8.780321E-6
http://bias.org/vocab/P1547,8.731811E-6
http://bias.org/vocab/P1652,8.6833015E-6
http://bias.org/vocab/P1560,8.634791E-6
http://bias.org/vocab/P1582,8.3922405E-6
http://bias.org/vocab/P1731,8.343731E-6
http://bias.org/vocab/P3301,8.198201E-6
http://bias.org/vocab/P1073,8.14969E-6
http://bias.org/vocab/P747,8.052671E-6
http://bias.org/vocab/P521,8.00416E-6
http://bias.org/vocab/P2652,7.95565E-6
http://bias.org/vocab/P1672,7.90714E-6
http://bias.org/vocab/P1419,7.81012E-6
http://bias.org/vocab/P208,7.76161E-6
http://bias.org/vocab/P3091,7.76161E-6
http://bias.org/vocab/P3975,7.4705495E-6
http://bias.org/vocab/P790,7.4705495E-6
http://bias.org/vocab/P1478,7.227999E-6
http://bias.org/vocab/P831,7.1794893E-6
http://bias.org/vocab/P3320,7.082469E-6
http://bias.org/vocab/P1389,7.033959E-6
http://bias.org/vocab/P542,7.033959E-6
http://bias.org/vocab/P972,6.985449E-6
http://bias.org/vocab/P501,6.936939E-6
http://bias.org/vocab/P1678,6.8884287E-6
http://bias.org/vocab/P3015,6.8884287E-6
http://bias.org/vocab/P1557,6.8399186E-6
http://bias.org/vocab/P1479,6.791409E-6
http://bias.org/vocab/P1455,6.306308E-6
http://bias.org/vocab/P2384,6.306308E-6
http://bias.org/vocab/P1283,6.015248E-6
http://bias.org/vocab/P3189,6.015248E-6
http://bias.org/vocab/P612,5.9667377E-6
http://bias.org/vocab/P92,5.9182275E-6
http://bias.org/vocab/P655,5.8697174E-6
http://bias.org/vocab/P3174,5.7726975E-6
http://bias.org/vocab/P634,5.7726975E-6
http://bias.org/vocab/P567,5.7241873E-6
http://bias.org/vocab/P1002,5.6271674E-6
http://bias.org/vocab/P1363,5.6271674E-6
http://bias.org/vocab/P3195,5.6271674E-6
http://bias.org/vocab/P2563,5.530147E-6
http://bias.org/vocab/P129,5.481637E-6
http://bias.org/vocab/P2673,5.481637E-6
http://bias.org/vocab/P568,5.481637E-6
http://bias.org/vocab/P942,5.481637E-6
http://bias.org/vocab/P1840,5.384617E-6
http://bias.org/vocab/P770,5.2875967E-6
http://bias.org/vocab/P3448,5.1420666E-6
http://bias.org/vocab/P3190,5.0450462E-6
http://bias.org/vocab/P532,5.0450462E-6
http://bias.org/vocab/P682,4.9480263E-6
http://bias.org/vocab/P2512,4.899516E-6
http://bias.org/vocab/P2674,4.851006E-6
http://bias.org/vocab/P2860,4.851006E-6
http://bias.org/vocab/P1531,4.8024963E-6
http://bias.org/vocab/P1574,4.8024963E-6
http://bias.org/vocab/P2238,4.8024963E-6
http://bias.org/vocab/P1906,4.753986E-6
http://bias.org/vocab/P2827,4.753986E-6
http://bias.org/vocab/P1018,4.705476E-6
http://bias.org/vocab/P1951,4.6569658E-6
http://bias.org/vocab/P2058,4.608456E-6
http://bias.org/vocab/P805,4.559946E-6
http://bias.org/vocab/P2329,4.5114357E-6
http://bias.org/vocab/P629,4.4629255E-6
http://bias.org/vocab/P797,4.414416E-6
http://bias.org/vocab/P1074,4.3659056E-6
http://bias.org/vocab/P943,4.3173955E-6
http://bias.org/vocab/P3497,4.2688853E-6
http://bias.org/vocab/P588,4.2203756E-6
http://bias.org/vocab/P1880,3.977825E-6
http://bias.org/vocab/P2289,3.977825E-6
http://bias.org/vocab/P923,3.929315E-6
http://bias.org/vocab/P1881,3.880805E-6
http://bias.org/vocab/P517,3.832295E-6
http://bias.org/vocab/P807,3.832295E-6
http://bias.org/vocab/P457,3.7352747E-6
http://bias.org/vocab/P167,3.6867648E-6
http://bias.org/vocab/P500,3.5897447E-6
http://bias.org/vocab/P1591,3.5412345E-6
http://bias.org/vocab/P744,3.5412345E-6
http://bias.org/vocab/P543,3.4927245E-6
http://bias.org/vocab/P1456,3.4442144E-6
http://bias.org/vocab/P1034,3.3957044E-6
http://bias.org/vocab/P1595,3.2986843E-6
http://bias.org/vocab/P2925,3.2986843E-6
http://bias.org/vocab/P3261,3.2501741E-6
http://bias.org/vocab/P1028,3.153154E-6
http://bias.org/vocab/P3512,3.056134E-6
http://bias.org/vocab/P3828,3.056134E-6
http://bias.org/vocab/P823,3.056134E-6
http://bias.org/vocab/P1420,3.007624E-6
http://bias.org/vocab/P2155,3.007624E-6
http://bias.org/vocab/P3150,3.007624E-6
http://bias.org/vocab/P210,2.9591138E-6
http://bias.org/vocab/P3262,2.9591138E-6
http://bias.org/vocab/P3833,2.9591138E-6
http://bias.org/vocab/P1546,2.8620937E-6
http://bias.org/vocab/P803,2.8620937E-6
http://bias.org/vocab/P2869,2.8135837E-6
http://bias.org/vocab/P3033,2.8135837E-6
http://bias.org/vocab/P1318,2.6680534E-6
http://bias.org/vocab/P1000,2.6195432E-6
http://bias.org/vocab/P1068,2.6195432E-6
http://bias.org/vocab/P2825,2.5710333E-6
http://bias.org/vocab/P812,2.5225231E-6
http://bias.org/vocab/P924,2.4740132E-6
http://bias.org/vocab/P1290,2.425503E-6
http://bias.org/vocab/P209,2.425503E-6
http://bias.org/vocab/P680,2.425503E-6
http://bias.org/vocab/P1304,2.3284829E-6
http://bias.org/vocab/P2935,2.3284829E-6
http://bias.org/vocab/P4220,2.3284829E-6
http://bias.org/vocab/P524,2.279973E-6
http://bias.org/vocab/P913,2.279973E-6
http://bias.org/vocab/P1136,2.1829528E-6
http://bias.org/vocab/P3679,2.1829528E-6
http://bias.org/vocab/P2462,2.1344426E-6
http://bias.org/vocab/P523,2.1344426E-6
http://bias.org/vocab/P2974,2.0374225E-6
http://bias.org/vocab/P545,2.0374225E-6
http://bias.org/vocab/P3103,1.9889126E-6
http://bias.org/vocab/P1656,1.8918925E-6
http://bias.org/vocab/P3461,1.8918925E-6
http://bias.org/vocab/P642,1.8918925E-6
http://bias.org/vocab/P3263,1.8433824E-6
http://bias.org/vocab/P3701,1.8433824E-6
http://bias.org/vocab/P768,1.8433824E-6
http://bias.org/vocab/P1640,1.7948723E-6
http://bias.org/vocab/P2360,1.7948723E-6
http://bias.org/vocab/P3161,1.7948723E-6
http://bias.org/vocab/P3349,1.7948723E-6
http://bias.org/vocab/P1637,1.7463623E-6
http://bias.org/vocab/P2851,1.6978522E-6
http://bias.org/vocab/P702,1.6978522E-6
http://bias.org/vocab/P1398,1.6493422E-6
http://bias.org/vocab/P3095,1.6493422E-6
http://bias.org/vocab/P3491,1.6493422E-6
http://bias.org/vocab/P688,1.6493422E-6
http://bias.org/vocab/P1639,1.6008321E-6
http://bias.org/vocab/P2378,1.6008321E-6
http://bias.org/vocab/P684,1.6008321E-6
http://bias.org/vocab/P3490,1.552322E-6
http://bias.org/vocab/P3938,1.552322E-6
http://bias.org/vocab/P4545,1.552322E-6
http://bias.org/vocab/P546,1.552322E-6
http://bias.org/vocab/P2291,1.503812E-6
http://bias.org/vocab/P518,1.503812E-6
http://bias.org/vocab/P1594,1.4553019E-6
http://bias.org/vocab/P2239,1.4553019E-6
http://bias.org/vocab/P2743,1.4067919E-6
http://bias.org/vocab/P3032,1.4067919E-6
http://bias.org/vocab/P3093,1.4067919E-6
http://bias.org/vocab/P3643,1.4067919E-6
http://bias.org/vocab/P2098,1.3582817E-6
http://bias.org/vocab/P2288,1.3582817E-6
http://bias.org/vocab/P2318,1.3097716E-6
http://bias.org/vocab/P2453,1.3097716E-6
http://bias.org/vocab/P2575,1.3097716E-6
http://bias.org/vocab/P2849,1.3097716E-6
http://bias.org/vocab/P3025,1.3097716E-6
http://bias.org/vocab/P3179,1.3097716E-6
http://bias.org/vocab/P3437,1.3097716E-6
http://bias.org/vocab/P1165,1.2612616E-6
http://bias.org/vocab/P1537,1.2612616E-6
http://bias.org/vocab/P1706,1.2612616E-6
http://bias.org/vocab/P2894,1.2612616E-6
http://bias.org/vocab/P3173,1.2612616E-6
http://bias.org/vocab/P4428,1.2612616E-6
http://bias.org/vocab/P1079,1.2127515E-6
http://bias.org/vocab/P2587,1.2127515E-6
http://bias.org/vocab/P552,1.2127515E-6
http://bias.org/vocab/P1372,1.1642414E-6
http://bias.org/vocab/P3113,1.1642414E-6
http://bias.org/vocab/P1032,1.1157314E-6
http://bias.org/vocab/P1536,1.1157314E-6
http://bias.org/vocab/P2813,1.1157314E-6
http://bias.org/vocab/P3082,1.1157314E-6
http://bias.org/vocab/P3712,1.1157314E-6
http://bias.org/vocab/P868,1.1157314E-6
http://bias.org/vocab/P910,1.1157314E-6
http://bias.org/vocab/P1202,1.0672213E-6
http://bias.org/vocab/P3259,1.0672213E-6
http://bias.org/vocab/P3403,1.0672213E-6
http://bias.org/vocab/P3438,1.0672213E-6
http://bias.org/vocab/P4330,1.0672213E-6
http://bias.org/vocab/P2157,1.0187113E-6
http://bias.org/vocab/P2159,1.0187113E-6
http://bias.org/vocab/P2417,1.0187113E-6
http://bias.org/vocab/P2546,1.0187113E-6
http://bias.org/vocab/P2629,1.0187113E-6
http://bias.org/vocab/P2770,1.0187113E-6
http://bias.org/vocab/P3264,1.0187113E-6
http://bias.org/vocab/P3842,1.0187113E-6
http://bias.org/vocab/P2095,9.702012E-7
http://bias.org/vocab/P4043,9.702012E-7
