Assuming rdf:type as type relation
Loading files... 
  Starting DBPedia50.nt
  Finished DBPedia50.nt, still running: 0
Loaded 43490 facts in 0.30 s using -26 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 12 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  <http://bias.org/vocab/president>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b	0,011538462	0,043478261	0,333333333	3	69	9	?b
?b  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b	0,088461538	0,088461538	0,46	23	260	50	?b
?a  <http://bias.org/vocab/predecessor>  ?b   => ?a  <http://bias.org/vocab/successor>  ?b	0,073076923	0,088785047	0,452380952	19	214	42	?b
?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,35	1	1	84	84	84	?a
?a  <http://bias.org/vocab/citizenship>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,095833333	0,469387755	1	23	49	23	?a
?a  <http://bias.org/vocab/hometown>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,0125	0,005628518	1	3	533	3	?a
?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,1	0,097560976	0,857142857	24	246	28	?a
?a  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,025	0,005859375	0,75	6	1024	8	?a
?a  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,35	0,026282854	0,84	84	3196	100	?a
?a  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	1	1	1	933	933	933	?a
?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,085744909	0,473372781	0,842105263	80	169	95	?a
?b  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,080385852	0,451807229	0,892857143	75	166	84	?a
?b  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b	0,638461538	0,775700935	0,976470588	166	214	170	?b
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,240085745	0,240085745	0,56	224	933	400	?a
?b  <http://bias.org/vocab/associatedBand>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,240085745	0,240085745	0,56	224	933	400	?a
?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,145833333	0,03875969	0,744680851	35	903	47	?a
?b  <http://bias.org/vocab/tenant>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,047945205	0,368421053	1	7	19	7	?a
?a  <http://bias.org/vocab/homeStadium>  ?b   => ?a  <http://bias.org/vocab/ground>  ?b	0,205479452	1	1	30	30	30	?a
?b  <http://bias.org/vocab/owner>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,01369863	0,04	1	2	50	2	?a
?b  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,34939759	0,34939759	1	58	166	58	?a
?a  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,084337349	0,082840237	0,482758621	14	169	29	?a
?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,059171598	0,909090909	10	169	11	?a
?a  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,003215434	0,103448276	3	933	29	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,018072289	0,003215434	0,103448276	3	933	29	?a
?b  <http://bias.org/vocab/associatedBand>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,451807229	0,080385852	0,568181818	75	933	132	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,451807229	0,080385852	0,568181818	75	933	132	?a
?b  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,016791045	0,016791045	0,209302326	9	536	43	?a
?a  <http://bias.org/vocab/subsequentWork>  ?b   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,013059701	0,012844037	0,170731707	7	545	41	?a
?b  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/previousWork>  ?b	0,906716418	0,891743119	0,985801217	486	545	493	?a
?a  <http://bias.org/vocab/league>  ?b   => ?a  <http://bias.org/vocab/position>  ?b	0,117647059	0,263736264	0,727272727	24	91	33	?a
?b  <http://bias.org/vocab/party>  ?a   => ?a  <http://bias.org/vocab/party>  ?b	0,025423729	0,025423729	1	3	118	3	?a
?b  <http://bias.org/vocab/leader>  ?a   => ?a  <http://bias.org/vocab/party>  ?b	0,016949153	0,125	0,5	2	16	4	?a
?b  <http://bias.org/vocab/sisterStation>  ?a   => ?a  <http://bias.org/vocab/sisterStation>  ?b	0,775862069	0,775862069	0,957446809	180	232	188	?b
?a  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,02962963	0,012012012	0,307692308	4	333	13	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,001722653	0,133333333	2	1161	15	?a
?a  <http://bias.org/vocab/editing>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,014814815	0,018348624	0,2	2	109	10	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/cinematography>  ?b	0,022222222	0,003623188	0,176470588	3	828	17	?a
?a  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/hometown>  ?b	0,076923077	0,012828536	0,836734694	41	3196	49	?a
?b  <http://bias.org/vocab/manager>  ?a   => ?a  <http://bias.org/vocab/managerClub>  ?b	0,040767386	0,333333333	0,485714286	17	51	35	?a
?a  <http://bias.org/vocab/team>  ?b   => ?a  <http://bias.org/vocab/managerClub>  ?b	0,304556355	0,030166271	0,440972222	127	4210	288	?a
?a  <http://bias.org/vocab/author>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,018018018	0,082191781	0,6	6	73	10	?a
?a  <http://bias.org/vocab/executiveProducer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,018018018	0,082191781	0,75	6	73	8	?a
?b  <http://bias.org/vocab/director>  ?a   => ?a  <http://bias.org/vocab/director>  ?b	0,012012012	0,012012012	0,8	4	333	5	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,267267267	0,107487923	0,847619048	89	828	105	?a
?a  <http://bias.org/vocab/starring>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,054054054	0,012640449	0,116129032	18	1424	155	?a
?a  <http://bias.org/vocab/cinematography>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,012012012	0,02962963	0,307692308	4	135	13	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,165165165	0,047372954	0,743243243	55	1161	74	?a
?a  <http://bias.org/vocab/editing>  ?b   => ?a  <http://bias.org/vocab/director>  ?b	0,027027027	0,082568807	0,391304348	9	109	23	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b	0,019292605	0,007246377	1	6	828	6	?a
?a  <http://bias.org/vocab/instrument>  ?b   => ?a  <http://bias.org/vocab/occupation>  ?b	0,014373717	0,015250545	0,291666667	7	459	24	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedBand>  ?b	1	1	1	933	933	933	?a
?b  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedBand>  ?b	0,080385852	0,451807229	0,892857143	75	166	84	?a
?b  <http://bias.org/vocab/associatedBand>  ?a   => ?a  <http://bias.org/vocab/associatedBand>  ?b	0,240085745	0,240085745	0,56	224	933	400	?a
?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedBand>  ?b	0,085744909	0,473372781	0,842105263	80	169	95	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b	0,318327974	0,085271318	0,717391304	99	1161	138	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedBand>  ?b	0,240085745	0,240085745	0,56	224	933	400	?a
?a  <http://bias.org/vocab/headquarter>  ?b   => ?a  <http://bias.org/vocab/location>  ?b	0,032467532	0,245901639	1	15	61	15	?a
?a  <http://bias.org/vocab/foundationPlace>  ?b   => ?a  <http://bias.org/vocab/location>  ?b	0,017316017	0,235294118	1	8	34	8	?a
?a  <http://bias.org/vocab/locationCity>  ?b   => ?a  <http://bias.org/vocab/location>  ?b	0,012987013	0,070588235	0,857142857	6	85	7	?a
?a  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/location>  ?b	0,054112554	0,024414062	0,925925926	25	1024	27	?a
?b  <http://bias.org/vocab/neighboringMunicipality>  ?a   => ?a  <http://bias.org/vocab/neighboringMunicipality>  ?b	0,956937799	0,956937799	0,980392157	200	209	204	?a
?a  <http://bias.org/vocab/draftTeam>  ?b   => ?a  <http://bias.org/vocab/formerTeam>  ?b	0,087248322	0,634146341	0,764705882	26	41	34	?a
?a  <http://bias.org/vocab/subsequentWork>  ?b   => ?a  <http://bias.org/vocab/album>  ?b	0,022026432	0,009174312	0,263157895	5	545	19	?a
?a  <http://bias.org/vocab/company>  ?b   => ?a  <http://bias.org/vocab/distributor>  ?b	0,012987013	0,043956044	0,666666667	4	91	6	?a
?a  <http://bias.org/vocab/locationCountry>  ?b   => ?a  <http://bias.org/vocab/country>  ?b	0,021484375	0,431372549	1	22	51	22	?a
?a  <http://bias.org/vocab/headquarter>  ?b   => ?a  <http://bias.org/vocab/country>  ?b	0,010742188	0,180327869	0,916666667	11	61	12	?a
?a  <http://bias.org/vocab/location>  ?b   => ?a  <http://bias.org/vocab/country>  ?b	0,024414062	0,054112554	0,641025641	25	462	39	?a
?a  <http://bias.org/vocab/network>  ?b   => ?a  <http://bias.org/vocab/distributor>  ?b	0,012987013	0,033613445	0,666666667	4	119	6	?a
?a  <http://bias.org/vocab/governmentType>  ?b   => ?a  <http://bias.org/vocab/type>  ?b	0,04887218	0,604651163	1	26	43	26	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/editing>  ?b	0,064220183	0,008454106	0,318181818	7	828	22	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/editing>  ?b	0,027522936	0,002583979	0,272727273	3	1161	11	?a
?a  <http://bias.org/vocab/cinematography>  ?b   => ?a  <http://bias.org/vocab/editing>  ?b	0,018348624	0,014814815	0,222222222	2	135	9	?a
?a  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/editing>  ?b	0,082568807	0,027027027	0,391304348	9	333	23	?a
?b  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/subsequentWork>  ?b	0,023853211	0,023853211	0,288888889	13	545	45	?a
?b  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/subsequentWork>  ?b	0,891743119	0,906716418	0,995901639	486	536	488	?a
?a  <http://bias.org/vocab/service>  ?b   => ?a  <http://bias.org/vocab/industry>  ?b	0,061403509	0,24137931	0,875	7	29	8	?a
?a  <http://bias.org/vocab/product>  ?b   => ?a  <http://bias.org/vocab/industry>  ?b	0,061403509	0,042424242	0,4375	7	165	16	?a
?a  <http://bias.org/vocab/citizenship>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,073170732	0,367346939	0,947368421	18	49	19	?a
?a  <http://bias.org/vocab/restingPlace>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,020325203	0,069444444	0,833333333	5	72	6	?a
?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,052845528	0,154761905	0,866666667	13	84	15	?a
?a  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,329268293	0,02534418	0,757009346	81	3196	107	?a
?a  <http://bias.org/vocab/hometown>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,012195122	0,005628518	0,75	3	533	4	?a
?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,097560976	0,1	0,888888889	24	240	27	?a
?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b	0,284023669	0,284023669	0,872727273	48	169	55	?b
?b  <http://bias.org/vocab/associatedBand>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b	0,473372781	0,085744909	0,661157025	80	933	121	?b
?b  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b	0,059171598	0,060240964	0,714285714	10	166	14	?b
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/formerBandMember>  ?b	0,473372781	0,085744909	0,661157025	80	933	121	?b
?a  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/formerBandMember>  ?b	0,082840237	0,084337349	0,451612903	14	166	31	?b
?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/residence>  ?b	0,162601626	0,044296788	0,85106383	40	903	47	?a
?a  <http://bias.org/vocab/previousWork>  ?b   => ?a  <http://bias.org/vocab/subsequentWork>  ?b	0,012844037	0,013059701	0,175	7	536	40	?a
?a  <http://bias.org/vocab/occupation>  ?b   => ?a  <http://bias.org/vocab/instrument>  ?b	0,015250545	0,014373717	0,368421053	7	487	19	?a
?a  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,061154177	0,198879552	0,739583333	71	357	96	?a
?a  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,061154177	0,198879552	0,739583333	71	357	96	?a
?a  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,047372954	0,165165165	0,753424658	55	333	73	?a
?a  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,085271318	0,318327974	0,779527559	99	311	127	?a
?a  <http://bias.org/vocab/starring>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,021533161	0,01755618	0,204918033	25	1424	122	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/producer>  ?b	0,131782946	0,184782609	0,689189189	153	828	222	?a
?a  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b	1	1	1	357	357	357	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b	0,198879552	0,061154177	0,731958763	71	1161	97	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalArtist>  ?b	0,288515406	0,124396135	0,715277778	103	828	144	?a
?a  <http://bias.org/vocab/parent>  ?b   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,023364486	0,106382979	1	5	47	5	?a
?b  <http://bias.org/vocab/primeMinister>  ?a   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,014018692	0,085714286	0,5	3	35	6	?a
?a  <http://bias.org/vocab/president>  ?b   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,018691589	0,057971014	0,4	4	69	10	?a
?b  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,098130841	0,098130841	0,512195122	21	214	41	?a
?b  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,775700935	0,638461538	0,982248521	166	260	169	?a
?a  <http://bias.org/vocab/successor>  ?b   => ?a  <http://bias.org/vocab/predecessor>  ?b	0,088785047	0,073076923	0,422222222	19	260	45	?a
?a  <http://bias.org/vocab/starring>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b	0,02173913	0,012640449	0,14516129	18	1424	124	?a
?a  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b	0,124396135	0,288515406	0,78030303	103	357	132	?a
?a  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b	0,107487923	0,267267267	0,881188119	89	333	101	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b	0,184782609	0,131782946	0,714953271	153	1161	214	?a
?a  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b	0,124396135	0,288515406	0,78030303	103	357	132	?a
?b  <http://bias.org/vocab/commander>  ?a   => ?a  <http://bias.org/vocab/battle>  ?b	0,05061082	0,284313725	0,783783784	29	102	37	?a
?b  <http://bias.org/vocab/largestCity>  ?a   => ?a  <http://bias.org/vocab/isPartOf>  ?b	0,055459272	0,842105263	1	32	38	32	?a
?b  <http://bias.org/vocab/part>  ?a   => ?a  <http://bias.org/vocab/isPartOf>  ?b	0,064124783	0,711538462	1	37	52	37	?a
?b  <http://bias.org/vocab/countySeat>  ?a   => ?a  <http://bias.org/vocab/isPartOf>  ?b	0,048526863	0,903225806	1	28	31	28	?a
?b  <http://bias.org/vocab/isPartOf>  ?a   => ?a  <http://bias.org/vocab/isPartOf>  ?b	0,036395147	0,036395147	0,525	21	577	40	?a
?b  <http://bias.org/vocab/starring>  ?a   => ?a  <http://bias.org/vocab/starring>  ?b	0,025280899	0,025280899	1	36	1424	36	?a
?a  <http://bias.org/vocab/director>  ?b   => ?a  <http://bias.org/vocab/starring>  ?b	0,012640449	0,054054054	0,141732283	18	333	127	?a
?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/starring>  ?b	0,012640449	0,02173913	0,174757282	18	828	103	?a
?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/birthPlace>  ?b	0,026282854	0,35	0,865979381	84	240	97	?a
?a  <http://bias.org/vocab/stateOfOrigin>  ?b   => ?a  <http://bias.org/vocab/birthPlace>  ?b	0,012515645	0,476190476	0,909090909	40	84	44	?a
?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/birthPlace>  ?b	0,02534418	0,329268293	0,771428571	81	246	105	?a
?a  <http://bias.org/vocab/managerClub>  ?b   => ?a  <http://bias.org/vocab/team>  ?b	0,030166271	0,304556355	0,524793388	127	417	242	?a
?a  <http://bias.org/vocab/hometown>  ?b   => ?a  <http://bias.org/vocab/birthPlace>  ?b	0,012828536	0,076923077	0,854166667	41	533	48	?a
?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/starring>  ?b	0,01755618	0,021533161	0,235849057	25	1161	106	?a
?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/birthPlace>  ?b	0,090425532	0,320044297	0,717121588	289	903	403	?a
?b  <http://bias.org/vocab/child>  ?h  ?a  <http://bias.org/vocab/commander>  ?h   => ?a  <http://bias.org/vocab/commander>  ?b	0,019607843	1	1	2	2	2	?b
?g  <http://bias.org/vocab/commander>  ?b  ?g  <http://bias.org/vocab/isPartOfMilitaryConflict>  ?a   => ?a  <http://bias.org/vocab/commander>  ?b	0,019607843	0,666666667	0,666666667	2	3	3	?b
?g  <http://bias.org/vocab/product>  ?b  ?g  <http://bias.org/vocab/subsidiary>  ?a   => ?a  <http://bias.org/vocab/product>  ?b	0,03030303	1	1	5	5	5	?a
?g  <http://bias.org/vocab/child>  ?b  ?a  <http://bias.org/vocab/commander>  ?g   => ?a  <http://bias.org/vocab/commander>  ?b	0,019607843	0,666666667	1	2	3	2	?b
?a  <http://bias.org/vocab/affiliation>  ?h  ?h  <http://bias.org/vocab/headquarter>  ?b   => ?a  <http://bias.org/vocab/city>  ?b	0,012658228	0,090909091	0,5	2	22	4	?a
?h  <http://bias.org/vocab/product>  ?b  ?a  <http://bias.org/vocab/product>  ?h   => ?a  <http://bias.org/vocab/product>  ?b	0,03030303	1	1	5	5	5	?a
?h  <http://bias.org/vocab/product>  ?b  ?a  <http://bias.org/vocab/subsidiary>  ?h   => ?a  <http://bias.org/vocab/product>  ?b	0,03030303	0,714285714	1	5	7	5	?a
?g  <http://bias.org/vocab/city>  ?b  ?g  <http://bias.org/vocab/sisterStation>  ?a   => ?a  <http://bias.org/vocab/city>  ?b	0,063291139	0,4	0,833333333	10	25	12	?a
?h  <http://bias.org/vocab/product>  ?a  ?b  <http://bias.org/vocab/product>  ?h   => ?a  <http://bias.org/vocab/product>  ?b	0,03030303	1	1	5	5	5	?a
?a  <http://bias.org/vocab/borough>  ?h  ?h  <http://bias.org/vocab/region>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	1	1	2	2	2	?a
?h  <http://bias.org/vocab/commander>  ?b  ?a  <http://bias.org/vocab/isPartOfMilitaryConflict>  ?h   => ?a  <http://bias.org/vocab/commander>  ?b	0,019607843	0,166666667	0,166666667	2	12	12	?b
?h  <http://bias.org/vocab/city>  ?b  ?a  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/city>  ?b	0,063291139	0,416666667	0,833333333	10	24	12	?a
