relation,tail,filteredTripleCount,tripleCount,representation
http://bias.org/vocab/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,172,190,0.9052632
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/entity/m/09nqf,160,160,1.0
http://bias.org/vocab/base/aareas/schema/administrative_area/administrative_area_type,http://bias.org/entity/m/0hzc9wc,156,156,1.0
http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,151,151,1.0
http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,149,149,1.0
http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,http://bias.org/entity/m/02h40lc,130,208,0.625
http://bias.org/vocab/film/film/distributors./film/film_film_distributor_relationship/region,http://bias.org/entity/m/07ssc,127,157,0.8089172
http://bias.org/vocab/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,http://bias.org/entity/m/03z19,125,125,1.0
http://bias.org/vocab/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,http://bias.org/entity/m/0ckd1,122,122,1.0
http://bias.org/vocab/base/eating/practicer_of_diet/diet,http://bias.org/entity/m/07_jd,109,137,0.79562044
http://bias.org/vocab/film/actor/dubbing_performances./film/dubbing_performance/language,http://bias.org/entity/m/02h40lc,109,112,0.97321427
http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,http://bias.org/entity/m/03w5xm,90,142,0.63380283
http://bias.org/vocab/base/americancomedy/impersonated_celebrity/impersonated_by,http://bias.org/entity/m/03m6t5,85,124,0.6854839
http://bias.org/vocab/award/award_category/category_of,http://bias.org/entity/m/0c4ys,79,148,0.5337838
http://bias.org/vocab/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,73,74,0.9864865
http://bias.org/vocab/film/film/gross_revenue./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,68,69,0.98550725
http://bias.org/vocab/education/university/international_tuition./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/01nv4h,65,117,0.5555556
http://bias.org/vocab/organization/organization/phone_number./common/phone_number/category,http://bias.org/entity/m/03w5xm,64,64,1.0
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,61,61,1.0
http://bias.org/vocab/organization/organization/phone_number./common/phone_number/service_location,http://bias.org/entity/m/09c7w0,57,85,0.67058825
http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,55,55,1.0
http://bias.org/vocab/broadcast/artist/content,http://bias.org/entity/m/03gfvsz,54,103,0.52427185
http://bias.org/vocab/military/military_person/participated_in_conflicts,http://bias.org/entity/m/081pw,54,80,0.675
http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,52,52,1.0
http://bias.org/vocab/protected_sites/listed_site/designation_as_natural_or_cultural_site./protected_sites/natural_or_cultural_site_listing/designation,http://bias.org/entity/m/0c7g7,50,69,0.7246377
http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,49,49,1.0
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/basic_title,http://bias.org/entity/m/02079p,48,79,0.6075949
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/office_position_or_title,http://bias.org/entity/m/0cgqx,46,46,1.0
http://bias.org/vocab/tv/tv_actor/starring_roles./tv/regular_tv_appearance/special_performance_type,http://bias.org/entity/m/0147fv,46,79,0.5822785
http://bias.org/vocab/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,http://bias.org/entity/m/02h40lc,45,49,0.9183673
http://bias.org/vocab/business/business_operation/cash./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,44,44,1.0
http://bias.org/vocab/government/legislative_session/legislature,http://bias.org/entity/m/07t31,44,49,0.8979592
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/jurisdiction_of_office,http://bias.org/entity/m/09c7w0,43,51,0.84313726
http://bias.org/vocab/government/legislative_session/members./government/government_position_held/jurisdiction_of_office,http://bias.org/entity/m/09c7w0,40,43,0.9302326
http://bias.org/vocab/government/political_district/representatives./government/government_position_held/governmental_body,http://bias.org/entity/m/07t58,40,73,0.5479452
http://bias.org/vocab/film/film/runtime./film/film_cut/type_of_film_cut,http://bias.org/entity/m/02f4z,39,52,0.75
http://bias.org/vocab/celebrities/celebrity/sexual_orientation./celebrities/sexual_orientation_phase/sexual_orientation,http://bias.org/entity/m/03nh9,33,39,0.84615386
http://bias.org/vocab/user/alexbl/honorary_title/titled_person/honorary_title./user/alexbl/honorary_title/honorary_title_holding/honorary_title,http://bias.org/entity/m/01gzdk,32,39,0.82051283
http://bias.org/vocab/people/appointer/appointment_made./people/appointment/appointed_role,http://bias.org/entity/m/012w3,30,36,0.8333333
http://bias.org/vocab/government/political_appointer/appointees./government/government_position_held/jurisdiction_of_office,http://bias.org/entity/m/09c7w0,29,41,0.70731705
http://bias.org/vocab/sports/sports_team/season_record./sports/sports_team_season_record/season,http://bias.org/entity/m/03gqdq7,29,29,1.0
http://bias.org/vocab/american_football/football_team/historical_coaching_staff./american_football/football_historical_coach_position/position,http://bias.org/entity/m/02md_2,28,28,1.0
http://bias.org/vocab/film/film/dubbing_performances./film/dubbing_performance/language,http://bias.org/entity/m/02h40lc,28,37,0.7567568
http://bias.org/vocab/government/political_appointer/appointees./government/government_position_held/basic_title,http://bias.org/entity/m/0789n,28,46,0.6086956
http://bias.org/vocab/government/political_appointer/appointees./government/government_position_held/office_position_or_title,http://bias.org/entity/m/0bw8r,28,53,0.5283019
http://bias.org/vocab/language/human_language/writing_system,http://bias.org/entity/m/04n0p,27,41,0.6585366
http://bias.org/vocab/user/hangy/default_domain/sports_team_gender/gender,http://bias.org/entity/m/05zppz,25,25,1.0
http://bias.org/vocab/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,http://bias.org/entity/m/02h40lc,23,37,0.6216216
http://bias.org/vocab/language/human_language/language_family,http://bias.org/entity/m/03v09,22,26,0.84615386
http://bias.org/vocab/user/alexander/philosophy/philosopher/era,http://bias.org/entity/m/03dft3,21,21,1.0
http://bias.org/vocab/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency,http://bias.org/entity/m/09nqf,20,36,0.5555556
http://bias.org/vocab/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/country,http://bias.org/entity/m/09c7w0,20,38,0.5263158
http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/special_performance_type,http://bias.org/entity/m/01kyvx,20,27,0.7407407
http://bias.org/vocab/sports/sports_league_season/awards./sports/sports_award/award,http://bias.org/entity/m/05bl7j,19,20,0.95
http://bias.org/vocab/visual_art/visual_artist/art_forms,http://bias.org/entity/m/05qdh,19,32,0.59375
http://bias.org/vocab/business/board_member/leader_of./organization/leadership/role,http://bias.org/entity/m/0dq_5,18,23,0.7826087
http://bias.org/vocab/chemistry/chemical_compound/solubility./chemistry/solubility_relationship/solvent,http://bias.org/entity/m/0838f,18,20,0.9
http://bias.org/vocab/medicine/drug/legal_status,http://bias.org/entity/m/01_7r6,15,23,0.65217394
http://bias.org/vocab/travel/travel_destination/how_to_get_here./travel/transportation/transport_operator,http://bias.org/entity/m/0dn_w,15,16,0.9375
http://bias.org/vocab/common/webpage/category,http://bias.org/entity/m/08mbj5d,14,14,1.0
http://bias.org/vocab/education/educational_institution/sexes_accepted./education/gender_enrollment/sex,http://bias.org/entity/m/05zppz,14,27,0.5185185
http://bias.org/vocab/fictional_universe/fictional_character/gender,http://bias.org/entity/m/05zppz,14,17,0.8235294
http://bias.org/vocab/government/governmental_jurisdiction/official_symbols./location/location_symbol_relationship/symbol,http://bias.org/entity/m/04zpv,14,19,0.7368421
http://bias.org/vocab/olympics/olympic_athlete/medals_won./olympics/olympic_medal_honor/country,http://bias.org/entity/m/09c7w0,14,26,0.53846157
http://bias.org/vocab/base/americancomedy/comedy_group_member/belongs_to./base/americancomedy/comedy_group_membership/group,http://bias.org/entity/m/02rlzj,13,16,0.8125
http://bias.org/vocab/baseball/baseball_team/league,http://bias.org/entity/m/0h69c,13,13,1.0
http://bias.org/vocab/film/film/other_film_companies./film/film_film_company_relationship/film_company,http://bias.org/entity/m/0c41qv,13,13,1.0
http://bias.org/vocab/base/popstra/celebrity/eats_at./base/popstra/restaurant_choice/restaurant,http://bias.org/entity/m/018c_r,12,21,0.5714286
http://bias.org/vocab/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/source,http://bias.org/entity/m/01r2lw,12,12,1.0
http://bias.org/vocab/fictional_universe/work_of_fiction/part_of_these_fictional_universes,http://bias.org/entity/m/06mv6,12,20,0.6
http://bias.org/vocab/government/government_agency/jurisdiction,http://bias.org/entity/m/09c7w0,12,21,0.5714286
http://bias.org/vocab/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency,http://bias.org/entity/m/09nqf,12,12,1.0
http://bias.org/vocab/award/long_list_nominee/long_list_nominations./award/long_list_nomination/award,http://bias.org/entity/m/0265vt,11,11,1.0
http://bias.org/vocab/biology/organism_classification/rank,http://bias.org/entity/m/06zf0,11,21,0.52380955
http://bias.org/vocab/royalty/kingdom/rulers,http://bias.org/entity/m/0d1_f,11,18,0.6111111
http://bias.org/vocab/sports/sports_championship_event/championship,http://bias.org/entity/m/02jp2w,11,11,1.0
http://bias.org/vocab/base/crime/convicted_criminal/convictions./base/crime/criminal_conviction/guilty_of,http://bias.org/entity/m/0_5w_,10,17,0.5882353
http://bias.org/vocab/broadcast/radio_format/stations,http://bias.org/entity/m/04y652m,10,10,1.0
http://bias.org/vocab/tv/tv_series_episode/series,http://bias.org/entity/m/02ryvsw,10,12,0.8333333
http://bias.org/vocab/broadcast/genre/content,http://bias.org/entity/m/04y652m,9,12,0.75
http://bias.org/vocab/cvg/computer_videogame/gameplay_modes,http://bias.org/entity/m/02hjn4,9,16,0.5625
http://bias.org/vocab/base/americancomedy/comedian/comedy_genres,http://bias.org/entity/m/06nbt,8,12,0.6666667
http://bias.org/vocab/base/bioventurist/bv_medical_condition/company_involved,http://bias.org/entity/m/01_lh1,8,14,0.5714286
http://bias.org/vocab/base/crime/crime_victim/crime,http://bias.org/entity/m/05pb534,8,8,1.0
http://bias.org/vocab/base/crime/crime_victim/crime_type,http://bias.org/entity/m/012hw,8,8,1.0
http://bias.org/vocab/base/popstra/celebrity/wears./base/popstra/fashion_choice/designer,http://bias.org/entity/m/0lwkh,8,11,0.72727275
http://bias.org/vocab/cvg/computer_game_subject/games,http://bias.org/entity/m/02q8x4x,8,8,1.0
http://bias.org/vocab/protected_sites/listed_site/designation_as_natural_or_cultural_site./protected_sites/natural_or_cultural_site_listing/category_or_criteria,http://bias.org/entity/m/0245zn,8,8,1.0
http://bias.org/vocab/religion/religion/deities,http://bias.org/entity/m/045m1_,8,8,1.0
http://bias.org/vocab/user/coco/science/concepts_theories/parent_concept,http://bias.org/entity/m/04rjg,8,12,0.6666667
http://bias.org/vocab/computer/software/software_genre,http://bias.org/entity/m/05khh,7,7,1.0
http://bias.org/vocab/location/country/currency_formerly_used,http://bias.org/entity/m/02gsvk,7,8,0.875
http://bias.org/vocab/periodicals/newspaper_circulation_area/newspapers,http://bias.org/entity/m/07k2d,7,7,1.0
http://bias.org/vocab/religion/religion/texts,http://bias.org/entity/m/015j7,7,7,1.0
http://bias.org/vocab/tv/tv_actor/guest_roles./tv/tv_guest_role/character,http://bias.org/entity/m/015cjr,7,9,0.7777778
http://bias.org/vocab/base/contractbridge/bridge_player/second_place_finish./base/contractbridge/bridge_tournament_standings/tournament,http://bias.org/entity/m/02wvdvn,6,6,1.0
http://bias.org/vocab/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/language,http://bias.org/entity/m/02h40lc,6,7,0.85714287
http://bias.org/vocab/people/deceased_person/place_of_cremation,http://bias.org/entity/m/0nb1s,6,10,0.6
http://bias.org/vocab/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/special_performance_type,http://bias.org/entity/m/01kyvx,6,7,0.85714287
http://bias.org/vocab/architecture/museum/type_of_museum,http://bias.org/entity/m/0hhbr,5,6,0.8333333
http://bias.org/vocab/award/hall_of_fame/discipline,http://bias.org/entity/m/06ntj,5,7,0.71428573
http://bias.org/vocab/base/argumentmaps/morally_disputed_activity/instance_of_abstract_moral_dispute,http://bias.org/entity/m/020v2,5,6,0.8333333
http://bias.org/vocab/base/contractbridge/bridge_player/first_place_finish./base/contractbridge/bridge_tournament_standings/tournament,http://bias.org/entity/m/02wvdvn,5,5,1.0
http://bias.org/vocab/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,http://bias.org/entity/m/02h40lc,5,5,1.0
http://bias.org/vocab/book/book_subject/works,http://bias.org/entity/m/07bz5,5,7,0.71428573
http://bias.org/vocab/film/film/film_series,http://bias.org/entity/m/06mmr,5,6,0.8333333
http://bias.org/vocab/film/film/personal_appearances./film/personal_film_appearance/type_of_appearance,http://bias.org/entity/m/0147fv,5,6,0.8333333
http://bias.org/vocab/film/film_character/portrayed_in_films./film/performance/special_performance_type,http://bias.org/entity/m/01kyvx,5,7,0.71428573
http://bias.org/vocab/medicine/infectious_disease/infectious_agent_type,http://bias.org/entity/m/03qch2w,5,9,0.5555556
http://bias.org/vocab/royalty/noble_person/titles./royalty/noble_title_tenure/noble_title,http://bias.org/entity/m/0290vf,5,5,1.0
http://bias.org/vocab/travel/transport_terminus/travel_destinations_served./travel/transportation/mode_of_transportation,http://bias.org/entity/m/025t3bg,5,6,0.8333333
http://bias.org/vocab/tv/tv_series_season/regular_cast./tv/regular_tv_appearance/series,http://bias.org/entity/m/0464pz,5,6,0.8333333
http://bias.org/vocab/astronomy/orbital_relationship/orbits,http://bias.org/entity/m/06m_p,4,4,1.0
http://bias.org/vocab/astronomy/star_system_body/star_system,http://bias.org/entity/m/06p5g,4,4,1.0
http://bias.org/vocab/aviation/aircraft_owner/aircraft_fleet_composition./aviation/aircraft_ownership_count/aircraft_model,http://bias.org/entity/m/0137k8,4,6,0.6666667
http://bias.org/vocab/aviation/airline/focus_cities,http://bias.org/entity/m/04lyk,4,7,0.5714286
http://bias.org/vocab/base/events/festival_series/type_of_festival,http://bias.org/entity/m/02xb2,4,4,1.0
http://bias.org/vocab/base/yalebase/secret_society_member/belonged_to./base/yalebase/secret_society_membership/society,http://bias.org/entity/m/017l66,4,6,0.6666667
http://bias.org/vocab/biology/animal_breed/breed_of,http://bias.org/entity/m/0bt9lr,4,5,0.8
http://bias.org/vocab/biology/animal_breed/registered_with./biology/breed_registration/registry,http://bias.org/entity/m/0ljl8,4,4,1.0
http://bias.org/vocab/biology/organism_classification/higher_classification,http://bias.org/entity/m/0bt9lr,4,4,1.0
http://bias.org/vocab/broadcast/tv_station/owner,http://bias.org/entity/m/0g5lhl7,4,5,0.8
http://bias.org/vocab/computer/software/languages_used,http://bias.org/entity/m/01t6b,4,6,0.6666667
http://bias.org/vocab/education/school/highest_grade_taught,http://bias.org/entity/m/042_h5,4,4,1.0
http://bias.org/vocab/education/school/lowest_grade_taught,http://bias.org/entity/m/042_f1,4,4,1.0
http://bias.org/vocab/media_common/literary_genre/books_in_this_genre,http://bias.org/entity/m/07bz5,4,6,0.6666667
http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/season,http://bias.org/entity/m/03gqdq7,3,5,0.6
http://bias.org/vocab/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program,http://bias.org/entity/m/020qr4,3,4,0.75
http://bias.org/vocab/comic_books/comic_book_character/primary_universe,http://bias.org/entity/m/01q_ks,3,4,0.75
http://bias.org/vocab/computer/software/compatible_oses./computer/software_compatibility/operating_system,http://bias.org/entity/m/04pm6,3,5,0.6
http://bias.org/vocab/dining/cuisine/restaurant,http://bias.org/entity/m/07gyp7,3,5,0.6
http://bias.org/vocab/fictional_universe/fictional_character/species,http://bias.org/entity/m/0dgw9r,3,5,0.6
http://bias.org/vocab/internet/website_category/sites,http://bias.org/entity/m/0kc9f,3,3,1.0
http://bias.org/vocab/location/statistical_region/population./measurement_unit/dated_integer/source,http://bias.org/entity/m/08mbj5d,3,3,1.0
http://bias.org/vocab/travel/transport_operator/travel_destinations_served./travel/transportation/mode_of_transportation,http://bias.org/entity/m/025t3bg,3,4,0.75
http://bias.org/vocab/tv/tv_series_season/series,http://bias.org/entity/m/0464pz,3,4,0.75
http://bias.org/vocab/user/tfmorris/default_domain/signatory/documents_signed,http://bias.org/entity/m/07v5q,3,3,1.0
http://bias.org/vocab/visual_art/art_subject/artwork_on_the_subject,http://bias.org/entity/m/0461wt,3,3,1.0
http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/season,http://bias.org/entity/m/04y6_qr,2,3,0.6666667
http://bias.org/vocab/architecture/structure/address./location/mailing_address/state_province_region,http://bias.org/entity/m/059rby,2,3,0.6666667
http://bias.org/vocab/aviation/aircraft_model/aircraft_type,http://bias.org/entity/m/0dhz0,2,2,1.0
http://bias.org/vocab/award/competition/instance_of_recurring_competition,http://bias.org/entity/m/07hn5,2,2,1.0
http://bias.org/vocab/base/endorsements/endorsee/newspaper_endorsements./base/endorsements/newspaper_endorsement/newspaper,http://bias.org/entity/m/07k2d,2,2,1.0
http://bias.org/vocab/base/fashionmodels/fashion_model/hair_color,http://bias.org/entity/m/0294jb,2,2,1.0
http://bias.org/vocab/base/petbreeds/dog_breed/group,http://bias.org/entity/m/0265rtm,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/position,http://bias.org/entity/m/02wszf,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./baseball/baseball_roster_position/team,http://bias.org/entity/m/0cqt41,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/position,http://bias.org/entity/m/02wszf,2,2,1.0
http://bias.org/vocab/baseball/baseball_player/current_team./sports/sports_team_roster/team,http://bias.org/entity/m/0cqt41,2,2,1.0
http://bias.org/vocab/biology/organism/sex,http://bias.org/entity/m/05zppz,2,2,1.0
http://bias.org/vocab/book/written_work/original_language,http://bias.org/entity/m/02h40lc,2,2,1.0
http://bias.org/vocab/broadcast/content/language,http://bias.org/entity/m/02h40lc,2,2,1.0
http://bias.org/vocab/broadcast/content/producer,http://bias.org/entity/m/01p5yn,2,3,0.6666667
http://bias.org/vocab/business/consumer_product/company./business/company_product_relationship/company,http://bias.org/entity/m/04sv4,2,3,0.6666667
http://bias.org/vocab/comic_books/comic_book_series/publisher,http://bias.org/entity/m/03pnvq,2,3,0.6666667
http://bias.org/vocab/computer/software/developer,http://bias.org/entity/m/04sv4,2,3,0.6666667
http://bias.org/vocab/cvg/computer_videogame/designers,http://bias.org/entity/m/0kr7k,2,2,1.0
http://bias.org/vocab/education/academic_institution/visiting_scholars_fellows_etc./education/academic_post/person,http://bias.org/entity/m/06y7d,2,2,1.0
http://bias.org/vocab/exhibitions/exhibition_sponsor/exhibitions_sponsored./exhibitions/exhibition_run/venue,http://bias.org/entity/m/04gdr,2,2,1.0
http://bias.org/vocab/fictional_universe/ethnicity_in_fiction/characters_of_this_ethnicity,http://bias.org/entity/m/06rkl,2,3,0.6666667
http://bias.org/vocab/government/governmental_body/body_this_is_a_component_of,http://bias.org/entity/m/07t31,2,3,0.6666667
http://bias.org/vocab/ice_hockey/hockey_team/historical_roster./ice_hockey/hockey_previous_roster_position/player,http://bias.org/entity/m/01x2_q,2,3,0.6666667
http://bias.org/vocab/ice_hockey/hockey_team/historical_roster./sports/sports_team_roster/player,http://bias.org/entity/m/02y8bn,2,2,1.0
http://bias.org/vocab/internet/website/owner_new./internet/website_ownership/owner,http://bias.org/entity/m/0sxdg,2,2,1.0
http://bias.org/vocab/language/language_dialect/language,http://bias.org/entity/m/02h40lc,2,3,0.6666667
http://bias.org/vocab/sports/drafted_athlete/drafted./sports/sports_league_draft_pick/draft,http://bias.org/entity/m/038c0q,2,3,0.6666667
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/position,http://bias.org/entity/m/02wszf,2,2,1.0
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_roster_position/team,http://bias.org/entity/m/0cqt41,2,2,1.0
http://bias.org/vocab/theater/theater_actor/theater_roles./theater/theater_role/role,http://bias.org/entity/m/027dcbn,2,3,0.6666667
http://bias.org/vocab/transportation/bridge_type/bridges_of_this_type,http://bias.org/entity/m/035p3,2,2,1.0
http://bias.org/vocab/tv/tv_producer/tv_episodes_produced./tv/tv_producer_episode_credit/episode,http://bias.org/entity/m/047mtnd,2,2,1.0
http://bias.org/vocab/tv/tv_writer/episodes_written,http://bias.org/entity/m/0gfzfj,2,3,0.6666667
http://bias.org/vocab/user/robert/military/military_person/participated_in_conflicts,http://bias.org/entity/m/0cm2xh,2,2,1.0
http://bias.org/vocab/user/robert/us_congress/congressional_district/state,http://bias.org/entity/m/059f4,2,2,1.0
http://bias.org/vocab/user/szaijan/fantasy_football/player/position,http://bias.org/entity/m/06b1q,2,2,1.0
http://bias.org/vocab/american_football/football_coach/coaching_history./american_football/football_historical_coach_position/position,http://bias.org/entity/m/02md_2,1,1,1.0
http://bias.org/vocab/american_football/football_coach/coaching_history./american_football/football_historical_coach_position/team,http://bias.org/entity/m/05l71,1,1,1.0
http://bias.org/vocab/american_football/football_coach_position/coaches_holding_this_position./american_football/football_historical_coach_position/coach,http://bias.org/entity/m/0frmb1,1,1,1.0
http://bias.org/vocab/american_football/football_player/current_team./american_football/football_roster_position/position,http://bias.org/entity/m/06b1q,1,1,1.0
http://bias.org/vocab/american_football/football_player/current_team./american_football/football_roster_position/team,http://bias.org/entity/m/05g3b,1,1,1.0
http://bias.org/vocab/american_football/football_player/current_team./sports/sports_team_roster/team,http://bias.org/entity/m/05g3b,1,1,1.0
http://bias.org/vocab/american_football/football_player/receiving./american_football/player_receiving_statistics/season,http://bias.org/entity/m/04y6_qr,1,1,1.0
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/player,http://bias.org/entity/m/01xyt7,1,1,1.0
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/entity/m/01xyt7,1,1,1.0
http://bias.org/vocab/american_football/football_team/historical_coaching_staff./american_football/football_historical_coach_position/coach,http://bias.org/entity/m/0frmb1,1,1,1.0
http://bias.org/vocab/architecture/architect/structures_designed,http://bias.org/entity/m/0bvqq,1,1,1.0
http://bias.org/vocab/architecture/architectural_structure_owner/structures_owned./architecture/ownership/structure,http://bias.org/entity/m/022tzk,1,1,1.0
