Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <http://bias.org/vocab/film/film/release_date_s./film/film_regional_release_date/film_release_region>  ?b   => ?a  <http://bias.org/vocab/tv/tv_program/country_of_origin>  ?b,0.01863354,0.000385406,0.171428571,6,15568,35,?a
?b  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?a   => ?a  <http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members>  ?b,0.019230769,0.001271456,0.25,2,1573,8,?a
?b  <http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members>  ?a   => ?a  <http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members>  ?b,0.884615385,0.884615385,0.884615385,92,104,104,?a
?a  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?b   => ?a  <http://bias.org/vocab/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members>  ?b,0.019230769,0.001271456,0.181818182,2,1573,11,?a
?b  <http://bias.org/vocab/education/educational_institution/campuses>  ?a   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.088495575,0.017889088,0.833333333,10,559,12,?a
?b  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?a   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.07079646,0.014492754,0.8,8,552,10,?a
?b  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?a   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.415929204,0.415929204,0.903846154,47,113,52,?a
?b  <http://bias.org/vocab/music/group_member/membership./music/group_membership/group>  ?a   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.017699115,0.007692308,0.4,2,260,5,?a
?a  <http://bias.org/vocab/education/educational_institution/campuses>  ?b   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.088495575,0.017889088,0.833333333,10,559,12,?a
?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.07079646,0.014492754,0.8,8,552,10,?a
?a  <http://bias.org/vocab/music/instrument/family>  ?b   => ?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b,0.044247788,0.04587156,0.625,5,109,8,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a   => ?a  <http://bias.org/vocab/film/film/cinematography>  ?b,0.386058981,0.022211939,0.107946027,144,6483,1334,?a
?b  <http://bias.org/vocab/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to>  ?a   => ?a  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?b,0.024390244,0.094059406,0.2375,19,202,80,?b
?a  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?b   => ?a  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?b,0.046213094,0.016689847,0.191489362,36,2157,188,?b
?a  <http://bias.org/vocab/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to>  ?b   => ?a  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?b,0.02182285,0.084158416,0.178947368,17,202,95,?b
?b  <http://bias.org/vocab/location/location/adjoin_s./location/adjoining_relationship/adjoins>  ?a   => ?a  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?b,0.044929397,0.01622624,0.182291667,35,2157,192,?b
?b  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?a   => ?a  <http://bias.org/vocab/military/military_combatant/military_conflicts./military/military_combatant_group/combatants>  ?b,0.836970475,0.836970475,0.839124839,652,779,777,?b
?a  <http://bias.org/vocab/business/job_title/people_with_this_title./business/employment_tenure/company>  ?b   => ?a  <http://bias.org/vocab/organization/role/leaders./organization/leadership/organization>  ?b,0.142695357,0.14532872,0.215753425,126,867,584,?b
?b  <http://bias.org/vocab/location/hud_county_place/county>  ?a   => ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?b,0.060702875,0.060702875,1,19,313,19,?a
?b  <http://bias.org/vocab/location/location/contains>  ?a   => ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?b,0.706070288,0.037881385,0.284793814,221,5834,776,?a
?a  <http://bias.org/vocab/location/us_county/county_seat>  ?b   => ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?b,0.03514377,0.059782609,0.916666667,11,184,12,?a
?a  <http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division>  ?b   => ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?b,0.332268371,0.351351351,0.838709677,104,296,124,?a
?b  <http://bias.org/vocab/location/us_county/county_seat>  ?a   => ?a  <http://bias.org/vocab/location/hud_county_place/county>  ?b,0.399361022,0.679347826,0.954198473,125,184,131,?a
?b  <http://bias.org/vocab/location/country/capital>  ?a   => ?a  <http://bias.org/vocab/location/country/capital>  ?b,0.01875,0.01875,1,3,160,3,?a
?b  <http://bias.org/vocab/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division>  ?a   => ?a  <http://bias.org/vocab/location/country/capital>  ?b,0.0125,0.006756757,1,2,296,2,?a
?a  <http://bias.org/vocab/base/aareas/schema/administrative_area/capital>  ?b   => ?a  <http://bias.org/vocab/location/country/capital>  ?b,0.01875,0.02189781,1,3,137,3,?a
?b  <http://bias.org/vocab/music/performance_role/track_performances./music/track_contribution/role>  ?a   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.595190381,0.076408541,0.110408922,297,3887,2690,?a
?a  <http://bias.org/vocab/music/instrument/family>  ?b   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.0501002,0.229357798,0.342465753,25,109,73,?a
?b  <http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role>  ?a   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.492985972,0.090741424,0.122084367,246,2711,2015,?a
?b  <http://bias.org/vocab/music/instrument/family>  ?a   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.0501002,0.229357798,0.277777778,25,109,90,?a
?b  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?a   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.809619238,0.809619238,0.81124498,404,499,498,?a
?a  <http://bias.org/vocab/music/performance_role/regular_performances./music/group_membership/role>  ?b   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.50501002,0.092954629,0.125062035,252,2711,2015,?a
?a  <http://bias.org/vocab/music/performance_role/track_performances./music/track_contribution/role>  ?b   => ?a  <http://bias.org/vocab/music/performance_role/guest_performances./music/recording_contribution/performance_role>  ?b,0.597194389,0.076665809,0.109760589,298,3887,2715,?a
?b  <http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/team>  ?a   => ?a  <http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position>  ?b,0.814717477,0.523796114,0.819744381,1860,3551,2269,?a
?a  <http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.195652174,0.452261307,1,90,199,90,?a
?a  <http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.191304348,0.401826484,1,88,219,88,?a
?a  <http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.191304348,0.483516484,1,88,182,88,?a
?a  <http://bias.org/vocab/education/university/international_tuition./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.139130435,0.537815126,0.96969697,64,119,66,?a
?a  <http://bias.org/vocab/education/university/domestic_tuition./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.72173913,0.69022869,0.991044776,332,481,335,?a
?a  <http://bias.org/vocab/education/university/local_tuition./measurement_unit/dated_money_value/currency>  ?b   => ?a  <http://bias.org/vocab/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency>  ?b,0.608695652,0.775623269,0.996441281,280,361,281,?a
?a  <http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position>  ?b   => ?a  <http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position>  ?b,0.809899255,0.811320755,0.813462385,1849,2279,2273,?a
?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/personal_appearances./film/personal_film_appearance/person>  ?b,0.024390244,0.007290401,0.127659574,6,823,47,?b
?a  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/personal_appearances./film/personal_film_appearance/person>  ?b,0.012195122,0.006833713,0.166666667,3,439,18,?b
?b  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?a   => ?a  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?b,0.345238095,0.055308328,0.203747073,87,1573,427,?a
?b  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?a   => ?a  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?b,0.817460317,0.817460317,0.88034188,206,252,234,?a
?a  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?b   => ?a  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?b,0.345238095,0.055308328,0.205188679,87,1573,424,?a
?b  <http://bias.org/vocab/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity>  ?a   => ?a  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?b,0.031746032,0.033898305,0.108108108,8,236,74,?a
?a  <http://bias.org/vocab/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity>  ?b   => ?a  <http://bias.org/vocab/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend>  ?b,0.031746032,0.033898305,0.121212121,8,236,66,?a
?b  <http://bias.org/vocab/government/legislative_session/members./government/government_position_held/legislative_sessions>  ?a   => ?a  <http://bias.org/vocab/government/legislative_session/members./government/government_position_held/legislative_sessions>  ?b,0.825775656,0.825775656,0.825775656,692,838,838,?a
?a  <http://bias.org/vocab/tv/tv_network/programs./tv/tv_network_duration/program>  ?b   => ?a  <http://bias.org/vocab/media_common/netflix_genre/titles>  ?b,0.010341262,0.083798883,0.144927536,30,358,207,?b
?b  <http://bias.org/vocab/film/film/genre>  ?a   => ?a  <http://bias.org/vocab/media_common/netflix_genre/titles>  ?b,0.469148569,0.157359232,0.199180448,1361,8649,6833,?b
?b  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?a   => ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b,0.014492754,0.07079646,1,8,113,8,?a
?b  <http://bias.org/vocab/education/educational_institution/campuses>  ?a   => ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b,0.817028986,0.806797853,1,451,559,451,?a
?b  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?a   => ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b,1,1,1,552,552,552,?a
?a  <http://bias.org/vocab/education/educational_institution/campuses>  ?b   => ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b,0.817028986,0.806797853,1,451,559,451,?a
?a  <http://bias.org/vocab/dataworld/gardening_hint/split_to>  ?b   => ?a  <http://bias.org/vocab/education/educational_institution_campus/educational_institution>  ?b,0.014492754,0.07079646,0.8,8,113,10,?a
?a  <http://bias.org/vocab/user/jg/default_domain/olympic_games/sports>  ?b   => ?a  <http://bias.org/vocab/olympics/olympic_games/sports>  ?b,0.731386861,0.83639399,0.83919598,501,599,597,?b
?b  <http://bias.org/vocab/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics>  ?a   => ?a  <http://bias.org/vocab/olympics/olympic_games/sports>  ?b,0.389781022,0.672544081,0.733516484,267,397,364,?b
?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b,0.03860523,0.034988713,0.111111111,31,886,279,?a
?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b,0.061021171,0.059538275,0.180811808,49,823,271,?a
?a  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b,0.04234122,0.077448747,0.186813187,34,439,182,?a
?a  <http://bias.org/vocab/music/group_member/membership./music/group_membership/role>  ?b   => ?a  <http://bias.org/vocab/music/artist/contribution./music/recording_contribution/performance_role>  ?b,0.141078838,0.042027194,0.164251208,34,809,207,?a
?b  <http://bias.org/vocab/music/instrument/instrumentalists>  ?a   => ?a  <http://bias.org/vocab/music/artist/contribution./music/recording_contribution/performance_role>  ?b,0.228215768,0.024696902,0.115062762,55,2227,478,?a
?a  <http://bias.org/vocab/music/artist/track_contributions./music/track_contribution/role>  ?b   => ?a  <http://bias.org/vocab/music/artist/contribution./music/recording_contribution/performance_role>  ?b,0.298755187,0.035294118,0.114832536,72,2040,627,?a
?b  <http://bias.org/vocab/base/popstra/celebrity/breakup./base/popstra/breakup/participant>  ?a   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.052980132,0.156862745,0.279069767,24,153,86,?b
?b  <http://bias.org/vocab/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity>  ?a   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.041942605,0.080508475,0.162393162,19,236,117,?b
?b  <http://bias.org/vocab/base/popstra/celebrity/dated./base/popstra/dated/participant>  ?a   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.245033113,0.077513966,0.176190476,111,1432,630,?b
?a  <http://bias.org/vocab/base/popstra/celebrity/breakup./base/popstra/breakup/participant>  ?b   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.052980132,0.156862745,0.275862069,24,153,87,?b
?b  <http://bias.org/vocab/people/person/spouse_s./people/marriage/spouse>  ?a   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.033112583,0.034324943,0.180722892,15,437,83,?b
?a  <http://bias.org/vocab/base/popstra/celebrity/dated./base/popstra/dated/participant>  ?b   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.258278146,0.081703911,0.18338558,117,1432,638,?b
?b  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?a   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.821192053,0.821192053,0.892086331,372,453,417,?b
?a  <http://bias.org/vocab/people/person/spouse_s./people/marriage/spouse>  ?b   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.033112583,0.034324943,0.182926829,15,437,82,?b
?a  <http://bias.org/vocab/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity>  ?b   => ?a  <http://bias.org/vocab/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant>  ?b,0.039735099,0.076271186,0.153846154,18,236,117,?b
?b  <http://bias.org/vocab/influence/influence_node/peers./influence/peer_relationship/peers>  ?a   => ?a  <http://bias.org/vocab/influence/influence_node/influenced_by>  ?b,0.011202068,0.154761905,0.2,26,168,130,?a
?a  <http://bias.org/vocab/influence/influence_node/peers./influence/peer_relationship/peers>  ?b   => ?a  <http://bias.org/vocab/influence/influence_node/influenced_by>  ?b,0.012063766,0.166666667,0.213740458,28,168,131,?a
?a  <http://bias.org/vocab/tv/tv_program/country_of_origin>  ?b   => ?a  <http://bias.org/vocab/film/film/runtime./film/film_cut/film_release_region>  ?b,0.015,0.00931677,0.75,3,322,4,?a
?a  <http://bias.org/vocab/film/film/country>  ?b   => ?a  <http://bias.org/vocab/film/film/runtime./film/film_cut/film_release_region>  ?b,0.355,0.026561915,0.371727749,71,2673,191,?a
?a  <http://bias.org/vocab/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location>  ?b   => ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b,0.084577114,0.041062802,0.548387097,17,414,31,?a
?b  <http://bias.org/vocab/location/location/contains>  ?a   => ?a  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/country>  ?b,0.532338308,0.018340761,0.36026936,107,5834,297,?a
?b  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?a   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.089411765,0.026647966,0.633333333,38,1426,60,?a
?b  <http://bias.org/vocab/tv/tv_program/program_creator>  ?a   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.235294118,0.67114094,0.793650794,100,149,126,?a
?b  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?a   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.36,0.050328947,0.538732394,153,3040,284,?a
?a  <http://bias.org/vocab/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program>  ?b   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.014117647,0.048780488,0.4,6,123,15,?a
?a  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?b   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.571764706,0.037482647,0.457627119,243,6483,531,?a
?a  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?b   => ?a  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?b,0.251764706,0.374125874,0.753521127,107,286,142,?a
?b  <http://bias.org/vocab/organization/organization/headquarters./location/mailing_address/citytown>  ?a   => ?a  <http://bias.org/vocab/sports/sports_team_location/teams>  ?b,0.011933174,0.005257624,1,5,951,5,?b
?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.097949886,0.048532731,0.220512821,43,886,195,?a
?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.082004556,0.025732666,0.128113879,36,1399,281,?a
?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.184510251,0.098420413,0.375,81,823,216,?a
?a  <http://bias.org/vocab/film/film/edited_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.01594533,0.035,0.166666667,7,200,42,?a
?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.077448747,0.04234122,0.164251208,34,803,207,?a
?b  <http://bias.org/vocab/tv/tv_network/programs./tv/tv_network_duration/program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.014144737,0.120111732,0.186956522,43,358,230,?b
?b  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.0375,0.398601399,0.6,114,286,190,?b
?b  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.050328947,0.36,0.529411765,153,425,289,?b
?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.015789474,0.322147651,0.539325843,48,149,89,?b
?a  <http://bias.org/vocab/film/film/cinematography>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.019407895,0.158176944,0.203448276,59,373,290,?b
?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.084539474,0.180224404,0.415857605,257,1426,618,?b
?a  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.014144737,0.097949886,0.318518519,43,439,135,?b
?a  <http://bias.org/vocab/film/film/film_production_design_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.011184211,0.186813187,0.263565891,34,182,129,?b
?a  <http://bias.org/vocab/film/film/costume_design_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.010526316,0.146118721,0.2,32,219,160,?b
?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.077631579,0.286755772,0.395973154,236,823,596,?b
?a  <http://bias.org/vocab/film/film/music>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.050328947,0.127926421,0.175458716,153,1196,872,?b
?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.092105263,0.316027088,0.392706872,280,886,713,?b
?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.086513158,0.187991422,0.243518519,263,1399,1080,?b
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.31875,0.087732005,0.152358491,969,11045,6360,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.772697368,0.362332254,0.448796332,2349,6483,5234,?b
